5.000e-01,1.988e+04
1.000e+00,3.942e+03
1.500e+00,1.534e+03
2.000e+00,7.619e+02
2.500e+00,2.228e+03
3.000e+00,1.637e+03
3.500e+00,1.106e+03
4.000e+00,7.850e+02
4.500e+00,5.785e+02
5.000e+00,4.396e+02
5.500e+00,3.419e+02
6.000e+00,2.717e+02
6.500e+00,2.194e+02
7.000e+00,1.800e+02
7.500e+00,1.500e+02
8.000e+00,1.260e+02
8.500e+00,1.071e+02
9.000e+00,9.170e+01
9.500e+00,7.910e+01
1.000e+01,6.890e+01
1.050e+01,6.025e+01
1.100e+01,5.313e+01
1.150e+01,4.705e+01
1.200e+01,4.191e+01
1.250e+01,3.754e+01
1.300e+01,3.368e+01
1.350e+01,3.042e+01
1.400e+01,2.760e+01
1.450e+01,2.511e+01
1.500e+01,2.288e+01
1.550e+01,2.091e+01
1.600e+01,1.920e+01
1.650e+01,1.765e+01
1.700e+01,1.628e+01
1.750e+01,1.508e+01
1.800e+01,1.397e+01
1.850e+01,1.294e+01
1.900e+01,7.507e+01
1.950e+01,7.036e+01
2.000e+01,6.607e+01
2.050e+01,6.205e+01
2.100e+01,5.836e+01
2.150e+01,5.502e+01
2.200e+01,5.185e+01
2.250e+01,4.893e+01
2.300e+01,4.619e+01
2.350e+01,4.371e+01
2.400e+01,4.139e+01
2.450e+01,3.916e+01
2.500e+01,3.711e+01
2.550e+01,3.522e+01
2.600e+01,3.351e+01
2.650e+01,3.179e+01
2.700e+01,3.025e+01
2.750e+01,2.888e+01
2.800e+01,2.751e+01
2.850e+01,2.622e+01
2.900e+01,2.502e+01
2.950e+01,2.391e+01
3.000e+01,2.288e+01
3.050e+01,2.185e+01
3.100e+01,2.091e+01
3.150e+01,2.005e+01
3.200e+01,1.920e+01
3.250e+01,1.843e+01
3.300e+01,1.765e+01
3.350e+01,1.697e+01
3.400e+01,1.628e+01
3.450e+01,1.568e+01
3.500e+01,1.508e+01
3.550e+01,1.448e+01
3.600e+01,1.397e+01
3.650e+01,1.345e+01
3.700e+01,1.294e+01
3.750e+01,1.251e+01
3.800e+01,1.208e+01
3.850e+01,1.166e+01
3.900e+01,1.123e+01
3.950e+01,1.088e+01
4.000e+01,1.046e+01
4.050e+01,1.011e+01
4.100e+01,9.770e+00
4.150e+01,9.513e+00
4.200e+01,9.170e+00
4.250e+01,8.913e+00
4.300e+01,8.570e+00
4.350e+01,8.339e+00
4.400e+01,8.082e+00
4.450e+01,7.833e+00
4.500e+01,7.602e+00
4.550e+01,7.370e+00
4.600e+01,7.156e+00
4.650e+01,6.950e+00
4.700e+01,6.745e+00
4.750e+01,6.556e+00
4.800e+01,6.368e+00
4.850e+01,6.188e+00
4.900e+01,6.016e+00
4.950e+01,5.853e+00
5.000e+01,5.690e+00
5.050e+01,5.536e+00
5.100e+01,5.391e+00
5.150e+01,5.253e+00
5.200e+01,5.116e+00
5.250e+01,4.979e+00
5.300e+01,4.851e+00
5.350e+01,4.731e+00
5.400e+01,4.611e+00
5.450e+01,4.499e+00
5.500e+01,4.388e+00
5.550e+01,4.276e+00
5.600e+01,4.174e+00
5.650e+01,4.071e+00
5.700e+01,3.976e+00
5.750e+01,3.882e+00
5.800e+01,3.788e+00
5.850e+01,3.702e+00
5.900e+01,3.617e+00
5.950e+01,3.539e+00
6.000e+01,3.454e+00
6.050e+01,3.377e+00
6.100e+01,3.299e+00
6.150e+01,3.231e+00
6.200e+01,3.162e+00
6.250e+01,3.094e+00
6.300e+01,3.025e+00
6.350e+01,2.957e+00
6.400e+01,2.897e+00
6.450e+01,2.837e+00
6.500e+01,2.777e+00
6.550e+01,2.717e+00
6.600e+01,2.665e+00
6.650e+01,2.614e+00
6.700e+01,2.562e+00
