188	247.000
189	245.000
190	244.000
191	243.000
192	242.000
193	240.000
194	235.000
195	232.000
196	230.000
197	227.000
198	222.000
199	217.000
200	212.000
201	207.000
202	201.000
203	196.000
204	189.000
205	183.000
206	176.000
207	170.000
208	164.000
209	157.000
210	148.000
211	141.000
212	134.000
213	127.000
214	118.000
215	110.000
216	104.000
217	96.000
218	87.000
219	80.000
220	72.000
221	67.000
222	61.000
223	54.000
224	48.000
225	43.000
226	37.000
227	33.000
228	28.000
229	26.000
230	23.000
231	20.000
232	17.000
233	16.000
234	16.000
235	16.000
236	16.000
237	18.000
238	21.000
239	24.000
240	27.000
241	31.000
242	37.000
243	41.000
244	46.000
245	53.000
246	62.000
247	70.000
248	77.000
249	86.000
250	96.000
251	103.000
252	114.000
253	122.000
254	132.000
255	142.000
256	150.000
257	160.000
258	170.000
259	178.000
260	187.000
261	193.000
262	201.000
263	209.000
264	214.000
265	219.000
266	223.000
267	226.000
268	229.000
269	230.000
270	231.000
271	231.000
272	229.000
273	225.000
274	221.000
275	219.000
276	211.000
277	205.000
278	197.000
279	189.000
280	181.000
281	171.000
282	159.000
283	151.000
284	138.000
285	130.000
286	118.000
287	106.000
288	96.000
289	86.000
290	75.000
291	68.000
292	59.000
293	53.000
294	45.000
295	39.000
296	36.000
297	35.000
298	34.000
299	34.000
300	36.000
301	39.000
302	43.000
303	49.000
304	56.000
305	66.000
306	76.000
307	83.000
308	97.000
309	106.000
310	119.000
311	132.000
312	143.000
313	155.000
314	167.000
315	175.000
316	184.000
317	193.000
318	202.000
319	206.000
320	209.000
321	213.000
322	213.000
323	211.000
324	209.000
325	203.000
326	196.000
327	188.000
328	180.000
329	169.000
330	156.000
331	147.000
332	131.000
333	121.000
334	107.000
335	94.000
336	84.000
337	74.000
338	65.000
339	59.000
340	54.000
341	51.000
342	50.000
343	53.000
344	56.000
345	60.000
346	69.000
347	79.000
348	90.000
349	99.000
350	113.000
351	127.000
352	139.000
353	152.000
354	164.000
355	173.000
356	182.000
357	189.000
358	195.000
359	196.000
360	196.000
361	194.000
362	188.000
363	180.000
364	170.000
365	162.000
366	148.000
367	135.000
368	123.000
369	110.000
370	96.000
371	88.000
372	78.000
373	71.000
374	66.000
375	65.000
376	67.000
377	71.000
378	79.000
379	87.000
380	99.000
381	109.000
382	123.000
383	137.000
384	148.000
385	159.000
386	169.000
387	176.000
388	180.000
389	183.000
390	182.000
391	176.000
392	169.000
393	161.000
394	148.000
395	136.000
396	123.000
397	111.000
398	98.000
399	90.000
400	84.000
401	79.000
402	78.000
403	81.000
404	86.000
405	93.000
406	105.000
407	118.000
408	130.000
409	143.000
410	155.000
411	162.000
412	169.000
413	173.000
414	173.000
415	168.000
416	161.000
417	153.000
418	139.000
419	127.000
420	115.000
421	105.000
422	95.000
423	90.000
424	87.000
425	88.000
426	94.000
427	101.000
428	114.000
429	126.000
430	141.000
431	150.000
432	157.000
433	163.000
434	164.000
435	161.000
436	154.000
437	147.000
438	136.000
439	124.000
440	112.000
441	103.000
442	97.000
443	95.000
444	97.000
445	101.000
446	109.000
447	120.000
448	132.000
449	143.000
450	151.000
451	155.000
452	156.000
453	154.000
454	148.000
455	140.000
456	129.000
457	118.000
458	108.000
459	103.000
460	99.000
461	102.000
462	108.000
463	116.000
464	127.000
465	137.000
466	146.000
467	151.000
468	151.000
469	149.000
470	143.000
471	134.000
472	122.000
473	113.000
474	107.000
475	105.000
476	106.000
477	111.000
478	119.000
479	130.000
480	140.000
481	146.000
482	148.000
483	147.000
484	141.000
485	133.000
486	123.000
487	116.000
488	109.000
489	107.000
490	112.000
491	120.000
492	126.000
493	135.000
494	143.000
495	145.000
496	143.000
497	139.000
498	129.000
499	119.000
500	114.000
501	112.000
502	112.000
503	117.000
504	127.000
505	136.000
506	141.000
507	142.000
508	140.000
509	135.000
510	127.000
511	118.000
512	113.000
513	114.000
514	120.000
515	125.000
516	133.000
517	138.000
518	142.000
519	140.000
520	132.000
521	123.000
522	118.000
523	115.000
524	117.000
525	123.000
526	131.000
527	138.000
528	140.000
529	136.000
530	130.000
531	125.000
532	116.000
533	117.000
534	119.000
535	126.000
536	133.000
537	137.000
538	135.000
539	133.000
540	125.000
541	121.000
542	118.000
543	120.000
544	126.000
545	133.000
546	137.000
547	137.000
548	130.000
549	124.000
550	119.000
551	119.000
552	124.000
553	130.000
554	134.000
555	136.000
556	131.000
557	125.000
558	119.000
559	119.000
560	124.000
561	130.000
562	134.000
563	135.000
564	129.000
565	124.000
566	119.000
567	121.000
568	127.000
569	132.000
570	133.000
571	131.000
572	125.000
573	123.000
574	122.000
575	126.000
576	132.000
577	134.000
578	130.000
579	125.000
580	122.000
581	122.000
582	127.000
583	133.000
584	133.000
