0.5,0.000E+00
1,0.000E+00
1.5,0.000E+00
2,0.000E+00
2.5,0.000E+00
3,0.000E+00
3.5,0.000E+00
4,8.537E-03
4.5,1.174E-02
5,1.290E-02
5.5,1.251E-02
6,1.135E-02
6.5,9.964E-03
7,8.633E-03
7.5,7.468E-03
8,6.491E-03
8.5,5.689E-03
9,5.035E-03
9.5,4.502E-03
10,4.065E-03
10.5,3.705E-03
11,3.405E-03
11.5,3.152E-03
12,2.937E-03
12.5,2.750E-03
13,2.587E-03
13.5,2.441E-03
14,2.309E-03
14.5,2.188E-03
15,2.075E-03
15.5,1.968E-03
16,1.867E-03
16.5,1.769E-03,,,,,,,
17,1.674E-03,,,,,,,
17.5,1.581E-03,,,,,,,
18,1.490E-03,,,,,,,
18.5,1.401E-03,,,,,,,
19,1.314E-03,,,,,,,
19.5,1.228E-03,,,,,,,
20,1.154E-03,,,,,,,
20.5,1.099E-03,,,,,,,
21,1.047E-03,,,,,,,
21.5,9.992E-04,,,,,,,
22,9.545E-04,,,,,,,
22.5,9.128E-04,,,,,,,
23,8.738E-04,,,,,,,
23.5,8.373E-04,,,,,,,
24,8.029E-04,,,,,,,
24.5,7.707E-04,,,,,,,
25,7.403E-04,,,,,,,
25.5,7.117E-04,,,,,,,
26,6.846E-04,,,,,,,
26.5,6.591E-04,,,,,,,
27,6.350E-04,,,,,,,
27.5,6.121E-04,,,,,,,
28,5.905E-04,,,,,,,
28.5,5.699E-04,,,,,,,
29,5.504E-04,,,,,,,
29.5,5.319E-04,,,,,,,
30,5.143E-04,,,,,,,
30.5,4.975E-04,,,,,,,
31,4.815E-04,,,,,,,
31.5,4.663E-04,,,,,,,
32,4.518E-04,,,,,,,
32.5,4.379E-04,,,,,,,
33,4.247E-04,,,,,,,
33.5,4.121E-04,,,,,,,
34,4.000E-04,,,,,,,
34.5,3.884E-04,,,,,,,
35,3.774E-04,,,,,,,
35.5,3.668E-04,,,,,,,
36,3.566E-04,,,,,,,
36.5,3.469E-04,,,,,,,
37,3.375E-04,,,,,,,
37.5,3.286E-04,,,,,,,
38,3.200E-04,,,,,,,
38.5,3.117E-04,,,,,,,
39,3.038E-04,,,,,,,
39.5,2.962E-04,,,,,,,
40,2.889E-04,,,,,,,
40.5,2.818E-04,,,,,,,
41,2.750E-04,,,,,,,
41.5,2.685E-04,,,,,,,
42,2.622E-04,,,,,,,
42.5,2.562E-04,,,,,,,
43,2.503E-04,,,,,,,
43.5,2.447E-04,,,,,,,
44,2.393E-04,,,,,,,
44.5,2.340E-04,,,,,,,
45,2.290E-04,,,,,,,
45.5,2.241E-04,,,,,,,
46,2.194E-04,,,,,,,
46.5,2.149E-04,,,,,,,
47,2.105E-04,,,,,,,
47.5,2.062E-04,,,,,,,
48,2.021E-04,,,,,,,
48.5,1.982E-04,,,,,,,
49,1.943E-04,,,,,,,
49.5,1.906E-04,,,,,,,
50,1.870E-04,,,,,,,
50.5,1.836E-04,,,,,,,
51,1.802E-04,,,,,,,
51.5,1.770E-04,,,,,,,
52,1.738E-04,,,,,,,
52.5,1.708E-04,,,,,,,
53,1.678E-04,,,,,,,
53.5,1.649E-04,,,,,,,
54,1.622E-04,,,,,,,
54.5,1.595E-04,,,,,,,
55,1.568E-04,,,,,,,
55.5,1.543E-04,,,,,,,
56,1.519E-04,,,,,,,
56.5,1.495E-04,,,,,,,
57,1.472E-04,,,,,,,
57.5,1.449E-04,,,,,,,
58,1.427E-04,,,,,,,
58.5,1.406E-04,,,,,,,
59,1.386E-04,,,,,,,
59.5,1.366E-04,,,,,,,
60,1.346E-04,,,,,,,
60.5,1.327E-04,,,,,,,
61,1.309E-04,,,,,,,
61.5,1.291E-04,,,,,,,
62,1.274E-04,,,,,,,
62.5,1.257E-04,,,,,,,
63,1.241E-04,,,,,,,
63.5,1.225E-04,,,,,,,
64,1.210E-04,,,,,,,
64.5,1.195E-04,,,,,,,
65,1.180E-04,,,,,,,
65.5,1.166E-04,,,,,,,
66,1.152E-04,,,,,,,
66.5,1.138E-04,,,,,,,
67,1.125E-04,,,,,,,
67.5,1.113E-04,,,,,,,
68,1.100E-04,,,,,,,
68.5,1.088E-04,,,,,,,
69,1.076E-04,,,,,,,
69.5,1.065E-04,,,,,,,
70,1.054E-04,,,,,,,
70.5,1.043E-04,,,,,,,
71,1.032E-04,,,,,,,
71.5,1.022E-04,,,,,,,
72,1.012E-04,,,,,,,
72.5,1.003E-04,,,,,,,
73,9.930E-05,,,,,,,
73.5,9.838E-05,,,,,,,
74,9.748E-05,,,,,,,
74.5,9.661E-05,,,,,,,
75,9.576E-05,,,,,,,
75.5,9.493E-05,,,,,,,
76,9.412E-05,,,,,,,
76.5,9.334E-05,,,,,,,
77,9.257E-05,,,,,,,
77.5,9.183E-05,,,,,,,
78,9.110E-05,,,,,,,
78.5,9.040E-05,,,,,,,
79,8.971E-05,,,,,,,
79.5,8.904E-05,,,,,,,
80,8.839E-05,,,,,,,
80.5,8.776E-05
81,8.715E-05
81.5,8.655E-05
82,8.597E-05
82.5,8.541E-05
83,8.487E-05
83.5,8.434E-05
84,8.382E-05
84.5,8.333E-05
85,8.284E-05
85.5,8.237E-05
86,8.191E-05
86.5,8.147E-05
87,8.104E-05
87.5,8.062E-05
88,8.022E-05
88.5,7.982E-05
89,7.944E-05
89.5,7.907E-05
90,7.871E-05
90.5,7.836E-05
91,7.802E-05
91.5,7.769E-05
92,7.737E-05
92.5,7.707E-05
93,7.677E-05
93.5,7.648E-05
94,7.620E-05
94.5,7.592E-05
95,7.566E-05
95.5,7.540E-05
96,7.516E-05
96.5,7.492E-05
97,7.469E-05
97.5,7.447E-05
98,7.425E-05
98.5,7.404E-05
99,7.384E-05
99.5,7.365E-05
100,7.346E-05
100.5,7.328E-05
101,7.311E-05
101.5,7.294E-05
102,7.278E-05
102.5,7.263E-05
103,7.248E-05
103.5,7.234E-05
104,7.220E-05
104.5,7.207E-05
105,7.194E-05
105.5,7.183E-05
106,7.171E-05
106.5,7.160E-05
107,7.150E-05
107.5,7.140E-05
108,7.131E-05
108.5,7.123E-05
109,7.114E-05
109.5,7.107E-05
110,7.099E-05
110.5,7.093E-05
111,7.086E-05
111.5,7.080E-05
112,7.075E-05
112.5,7.070E-05
113,7.065E-05
113.5,7.061E-05
114,7.058E-05
114.5,7.054E-05
115,7.052E-05
115.5,7.049E-05
116,7.047E-05
116.5,7.045E-05
117,7.044E-05
117.5,7.043E-05
118,7.043E-05
118.5,7.043E-05
119,7.043E-05
119.5,7.044E-05
120,7.045E-05
120.5,7.046E-05
121,7.048E-05
121.5,7.050E-05
122,7.052E-05
122.5,7.055E-05
123,7.058E-05
123.5,7.061E-05
124,7.065E-05
124.5,7.069E-05
125,7.073E-05
125.5,7.078E-05
126,7.083E-05
126.5,7.088E-05
127,7.094E-05
127.5,7.100E-05
128,7.106E-05
128.5,7.113E-05
129,7.120E-05
129.5,7.127E-05
130,7.134E-05
130.5,7.142E-05
131,7.150E-05
131.5,7.158E-05
132,7.167E-05
132.5,7.176E-05
133,7.185E-05
133.5,7.194E-05
134,7.204E-05
134.5,7.214E-05
135,7.224E-05
135.5,7.235E-05
136,7.245E-05
136.5,7.257E-05
137,7.268E-05
137.5,7.279E-05
138,7.291E-05
138.5,7.303E-05
139,7.316E-05
139.5,7.328E-05
140,7.341E-05
140.5,7.354E-05
141,7.368E-05
141.5,7.381E-05
142,7.395E-05
142.5,7.409E-05
143,7.424E-05
143.5,7.438E-05
144,7.453E-05
144.5,7.468E-05
145,7.483E-05
145.5,7.499E-05
146,7.515E-05
146.5,7.531E-05
147,7.547E-05
147.5,7.564E-05
148,7.581E-05
148.5,7.598E-05
